date,visibility,weather.id,weather.main,weather.description,weather.icon,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,wind.speed,wind.deg,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset
2023-05-03 23:57:48,10000,800,Clear,clear sky,01n,276.84,276.84,275.42,279.96,1026,81,1.03,240,0,1,1760,SE,1683084123,1683139563
