date,city,temperature,visibility,clouds,pressure,humid
2023-05-03 23:57:47,luleå,-0.7900000000000205,2300,100,1023,93
2023-05-03 23:57:47,uppsala,0.14999999999997726,10000,0,1027,86
2023-05-03 23:57:47,östersund,-1.4399999999999977,10000,6,1027,86
2023-05-03 23:57:48,malmö,4.949999999999989,10000,0,1023,61
2023-05-03 23:57:48,göteborg,4.569999999999993,10000,0,1025,80
2023-05-03 23:57:48,stockholm,2.25,10000,75,1023,84
2023-05-03 23:57:48,trelleborg,3.839999999999975,10000,0,1026,81
